Actual,Predicted,CustomerId,Gender,Age,Geography,Tenure,CreditScore,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited (Actual),Exited (Predicted)
0,1,15741032,1,48,0,5,733,0.0,1,0,1,117830.57,Retain,Churn
0,0,15750014,0,37,1,0,755,113865.23,2,1,1,117396.25,Retain,Retain
1,1,15784761,0,46,2,7,554,87603.35,3,0,1,96929.24,Churn,Churn
0,1,15768359,1,36,0,4,534,120037.96,1,1,0,36275.94,Retain,Churn
0,0,15805769,1,33,2,4,656,0.0,2,1,0,116706.0,Retain,Retain
1,1,15719508,1,49,1,7,575,121205.15,4,1,1,168080.53,Churn,Churn
1,1,15609011,1,47,2,8,480,75408.33,1,1,0,25887.89,Churn,Churn
0,0,15703106,1,40,0,5,575,0.0,2,1,1,122488.59,Retain,Retain
1,0,15626795,0,40,0,3,672,0.0,1,1,0,113171.61,Churn,Retain
0,0,15773731,0,35,2,5,758,0.0,2,0,0,100365.51,Retain,Retain
0,1,15756196,1,50,0,6,682,121818.84,2,0,1,124151.37,Retain,Churn
0,0,15687903,0,29,0,8,501,0.0,2,1,0,112664.24,Retain,Retain
0,0,15777599,1,34,1,6,746,141806.0,2,1,1,183494.87,Retain,Retain
1,1,15754577,0,51,0,8,556,61354.14,1,1,0,198810.65,Churn,Churn
1,1,15584113,0,53,1,4,823,124954.94,1,0,1,131259.6,Churn,Churn
1,1,15669589,0,68,1,1,491,95039.12,1,0,1,116471.14,Churn,Churn
0,1,15632793,0,29,0,9,638,103417.74,1,1,1,15336.4,Retain,Churn
0,0,15711130,1,45,0,2,734,0.0,2,1,0,99593.28,Retain,Retain
0,1,15615254,1,40,0,10,555,43028.77,1,1,0,170514.21,Retain,Churn
1,1,15720583,0,44,1,0,745,119638.21,1,1,1,34265.08,Churn,Churn
1,0,15780432,1,37,0,3,728,122689.51,2,0,0,106977.53,Churn,Retain
0,0,15673223,1,44,0,10,626,0.0,2,0,0,164287.86,Retain,Retain
0,0,15807989,1,37,1,8,681,73179.34,2,1,1,25292.53,Retain,Retain
1,1,15761168,0,38,0,4,478,171913.87,1,1,0,51820.87,Churn,Churn
0,0,15651272,1,38,0,5,709,0.0,2,1,1,81452.29,Retain,Retain
0,0,15812832,1,33,1,8,562,92659.2,2,1,0,1354.25,Retain,Retain
1,1,15680517,0,34,1,7,769,137239.17,1,1,1,71379.92,Churn,Churn
0,1,15750569,0,46,1,3,684,102955.14,2,1,0,154137.33,Retain,Churn
1,1,15690743,0,61,0,8,536,65190.29,1,1,1,64308.49,Churn,Churn
0,0,15627741,0,29,1,2,631,96863.52,2,1,1,31613.35,Retain,Retain
0,1,15712121,1,34,2,5,657,154983.98,1,1,0,27738.01,Retain,Churn
0,1,15805429,1,59,1,3,699,106819.65,1,0,1,163570.25,Retain,Churn
0,1,15814923,1,38,2,7,606,128578.52,1,1,1,193878.51,Retain,Churn
0,1,15589230,0,63,0,2,612,126473.33,1,0,1,147545.65,Retain,Churn
0,0,15775490,0,38,0,5,660,110570.78,2,1,0,195906.59,Retain,Retain
0,0,15749727,1,50,2,7,829,0.0,2,0,1,178458.86,Retain,Retain
0,0,15619238,1,29,2,8,567,0.0,2,1,0,156125.72,Retain,Retain
0,0,15593468,0,33,0,3,850,0.0,2,1,1,11159.19,Retain,Retain
0,0,15718454,0,44,2,2,712,0.0,2,0,0,45738.94,Retain,Retain
0,0,15789498,1,30,0,3,562,111099.79,2,0,0,140650.19,Retain,Retain
0,1,15744691,0,29,0,3,755,0.0,3,1,0,4733.94,Retain,Churn
0,1,15708289,1,25,2,3,793,100913.57,1,0,0,10579.72,Retain,Churn
0,0,15790412,1,26,2,8,471,0.0,2,1,1,179655.87,Retain,Retain
0,1,15741416,1,42,0,2,707,16893.59,1,1,1,77502.56,Retain,Churn
0,1,15598894,1,38,2,10,784,122267.85,1,0,0,145759.93,Retain,Churn
0,1,15663294,1,32,0,1,703,125685.79,1,1,1,56246.72,Retain,Churn
0,1,15572728,1,36,2,8,704,127397.34,1,1,0,151335.24,Retain,Churn
0,1,15706729,1,38,0,0,662,105271.56,1,0,1,179833.45,Retain,Churn
0,1,15674433,0,28,1,2,636,115265.14,1,0,0,191627.85,Retain,Churn
0,0,15641170,1,36,2,4,640,0.0,1,0,0,173016.46,Retain,Retain
0,0,15806284,1,31,2,1,739,0.0,2,1,1,58469.75,Retain,Retain
0,1,15690958,1,23,1,2,767,139542.82,1,0,1,28038.28,Retain,Churn
1,1,15606386,0,46,1,3,753,111512.75,3,1,0,159576.75,Churn,Churn
0,0,15682322,1,37,0,9,714,148466.93,2,0,1,151280.96,Retain,Retain
0,0,15579915,1,29,0,4,707,0.0,2,1,0,139953.94,Retain,Retain
0,1,15681928,0,35,0,4,577,108155.49,1,1,0,105407.79,Retain,Churn
0,0,15734005,0,42,0,1,633,0.0,2,1,0,56865.62,Retain,Retain
0,1,15650432,1,41,1,10,849,84622.13,1,1,1,198072.16,Retain,Churn
0,1,15592578,0,41,2,7,614,146997.64,2,0,0,137791.18,Retain,Churn
0,0,15671243,0,47,0,9,558,0.0,2,1,0,103787.28,Retain,Retain
0,1,15775709,0,27,0,10,832,98590.25,1,1,0,30912.89,Retain,Churn
0,0,15702631,0,26,0,2,567,0.0,2,1,1,78651.55,Retain,Retain
1,1,15602282,0,45,1,8,587,134980.74,1,1,1,123309.57,Churn,Churn
0,1,15717879,0,79,2,5,712,108078.56,1,1,1,174118.93,Retain,Churn
0,0,15740878,0,29,2,9,655,0.0,2,0,1,85736.26,Retain,Retain
0,0,15794468,0,42,0,6,641,0.0,2,0,0,121138.77,Retain,Retain
0,0,15773277,1,35,0,5,676,106836.67,2,1,0,84199.78,Retain,Retain
0,1,15572657,1,29,0,8,472,102490.27,1,0,1,181224.56,Retain,Churn
0,0,15800295,1,34,1,9,644,112746.54,2,0,0,141230.07,Retain,Retain
0,1,15672397,1,38,0,0,598,125487.89,1,0,0,158111.71,Retain,Churn
0,1,15684921,1,25,2,8,792,142862.21,1,1,1,130639.01,Retain,Churn
0,0,15720676,0,37,0,7,700,0.0,2,1,0,17040.82,Retain,Retain
0,0,15731829,1,34,0,10,616,0.0,2,1,0,25662.27,Retain,Retain
0,1,15732672,1,35,2,6,743,79388.33,1,1,1,193360.69,Retain,Churn
0,0,15692406,1,37,0,5,427,0.0,2,1,1,121485.1,Retain,Retain
0,0,15764405,1,29,0,10,731,0.0,2,1,1,162452.65,Retain,Retain
0,1,15757537,0,31,0,6,610,107784.65,1,1,1,141137.53,Retain,Churn
1,1,15793307,0,41,2,4,724,142880.28,3,0,0,185541.2,Churn,Churn
0,1,15660679,0,38,2,9,653,149571.94,1,1,0,118383.18,Retain,Churn
0,1,15666856,1,49,0,1,774,142767.39,1,1,1,8214.41,Retain,Churn
1,1,15687372,1,49,1,8,547,121537.71,2,1,0,46521.45,Churn,Churn
0,0,15667289,1,50,2,2,719,0.0,2,0,0,10772.13,Retain,Retain
1,1,15624641,1,43,2,9,740,0.0,1,1,0,199290.68,Churn,Churn
1,1,15734610,1,42,0,4,543,89838.71,3,1,0,85983.54,Churn,Churn
0,1,15631882,1,45,1,9,688,103399.87,1,0,0,129870.93,Retain,Churn
0,0,15642709,0,30,0,9,474,0.0,2,0,0,63158.22,Retain,Retain
0,1,15811026,1,43,1,5,505,136855.94,2,1,0,171070.52,Retain,Churn
1,0,15596303,0,39,0,0,688,0.0,2,1,0,53222.15,Churn,Retain
1,1,15787255,0,55,1,2,650,140891.46,3,1,1,179834.45,Churn,Churn
0,0,15617166,1,37,0,0,610,0.0,1,1,0,114514.64,Retain,Retain
0,1,15742442,0,46,2,5,705,89364.91,1,0,1,139162.15,Retain,Churn
0,1,15758692,0,29,0,7,669,146011.4,1,0,0,50249.16,Retain,Churn
0,0,15568238,1,20,2,8,650,0.0,2,1,1,113469.65,Retain,Retain
0,0,15730353,1,29,1,9,550,145294.08,2,1,0,147484.13,Retain,Retain
1,1,15731555,0,45,1,9,595,106000.12,1,0,0,191448.96,Churn,Churn
0,0,15582404,0,26,2,5,572,0.0,2,1,0,119381.41,Retain,Retain
0,0,15721462,0,58,2,2,622,0.0,2,1,1,33277.31,Retain,Retain
0,0,15632899,1,20,2,9,662,104508.77,2,0,0,73107.53,Retain,Retain
1,1,15808526,0,58,1,3,783,127539.3,1,1,1,96590.39,Churn,Churn
0,1,15694349,1,44,2,7,714,0.0,1,0,1,6923.11,Retain,Churn
1,1,15718465,1,51,1,3,671,96891.46,1,1,0,176403.33,Churn,Churn
0,1,15682995,0,32,0,1,600,78535.25,1,1,0,64349.6,Retain,Churn
0,1,15584776,0,37,2,9,847,112712.17,1,1,0,116097.26,Retain,Churn
0,1,15777772,1,55,2,9,650,119618.42,1,1,1,29861.13,Retain,Churn
0,0,15576156,0,28,2,6,710,0.0,1,1,0,48426.98,Retain,Retain
0,1,15646756,0,33,0,8,682,74963.5,1,1,1,32770.56,Retain,Churn
0,0,15742886,1,26,0,1,642,138023.79,2,0,1,117060.2,Retain,Retain
0,0,15586135,0,28,2,4,536,0.0,1,1,1,136197.65,Retain,Retain
0,1,15616152,0,47,0,1,754,185513.67,1,1,0,27438.83,Retain,Churn
1,1,15721460,1,60,0,8,678,185648.56,1,0,0,192156.54,Churn,Churn
1,1,15727317,0,49,1,1,533,102286.6,3,1,0,69409.37,Churn,Churn
0,1,15649536,1,38,1,4,741,128015.83,1,1,0,58440.43,Retain,Churn
0,0,15754929,1,31,0,10,757,39539.39,2,0,0,192519.39,Retain,Retain
0,0,15572051,1,40,0,3,721,0.0,1,1,1,144874.67,Retain,Retain
0,0,15668142,1,37,0,3,700,77608.46,2,1,1,175373.46,Retain,Retain
0,1,15701176,1,26,0,5,663,141462.13,1,1,0,440.2,Retain,Churn
0,0,15708422,0,35,2,0,677,0.0,2,0,0,76637.38,Retain,Retain
0,1,15655632,1,27,0,2,655,131691.33,1,1,0,49480.66,Retain,Churn
0,1,15744606,1,29,2,8,832,93833.86,1,0,1,10417.87,Retain,Churn
0,1,15612140,0,46,2,7,721,137933.39,1,1,1,67976.57,Retain,Churn
1,1,15656086,1,54,2,8,542,105770.14,1,0,1,140929.98,Churn,Churn
0,0,15655298,0,54,2,5,654,0.0,2,0,1,47139.06,Retain,Retain
1,0,15644796,0,38,2,8,821,0.0,2,0,1,126241.4,Churn,Retain
0,0,15726250,0,38,0,3,508,166328.65,2,0,1,22614.19,Retain,Retain
0,1,15764432,0,42,1,2,588,164307.77,1,1,0,48498.19,Retain,Churn
0,0,15631721,1,38,1,9,691,163965.69,2,0,1,103511.26,Retain,Retain
0,1,15707479,1,40,0,7,664,125608.72,1,1,0,122073.48,Retain,Churn
0,1,15579826,0,66,0,9,439,0.0,1,1,0,65535.56,Retain,Churn
0,1,15668104,1,37,2,6,479,118433.94,1,0,1,160060.9,Retain,Churn
1,1,15641604,0,55,0,10,850,98488.08,1,1,0,155879.57,Churn,Churn
0,0,15587240,1,40,0,4,518,0.0,2,0,1,194416.58,Retain,Retain
0,1,15680767,0,64,1,10,717,98362.35,2,1,1,21630.21,Retain,Churn
1,1,15601594,0,51,0,6,698,144237.91,4,1,0,157143.61,Churn,Churn
0,0,15589969,1,34,0,6,850,0.0,1,0,1,52796.31,Retain,Retain
1,1,15703728,1,47,2,4,700,0.0,1,1,0,121798.52,Churn,Churn
0,0,15617790,0,29,0,4,626,105767.28,2,0,0,41104.82,Retain,Retain
0,0,15662500,1,32,2,9,774,0.0,2,1,0,10604.48,Retain,Retain
0,0,15778526,0,48,2,5,719,0.0,2,0,0,78563.66,Retain,Retain
1,0,15670584,1,31,2,2,646,0.0,1,1,1,170821.43,Churn,Retain
0,1,15748069,0,25,0,3,485,134467.26,1,1,1,113266.09,Retain,Churn
0,1,15680597,1,38,1,1,784,138515.02,1,1,1,171768.76,Retain,Churn
0,0,15628992,1,32,1,2,850,128647.98,2,0,0,54416.18,Retain,Retain
0,1,15719624,0,38,0,9,669,121858.98,1,1,0,130755.34,Retain,Churn
0,0,15812767,1,70,2,3,731,0.0,2,1,1,141180.66,Retain,Retain
0,1,15689201,0,49,0,1,721,120108.56,1,0,1,183421.76,Retain,Churn
0,1,15614716,0,37,0,0,515,196853.62,1,1,1,132770.11,Retain,Churn
0,1,15683618,0,35,0,3,774,121418.62,1,1,1,24400.37,Retain,Churn
0,0,15799631,1,36,2,10,585,0.0,2,1,1,180318.6,Retain,Retain
0,0,15692259,0,29,0,9,695,0.0,2,1,0,111565.45,Retain,Retain
0,1,15590966,0,42,1,4,729,97495.8,2,0,0,2002.5,Retain,Churn
0,0,15656426,0,42,0,3,713,0.0,2,0,0,82565.01,Retain,Retain
0,1,15675256,1,33,2,5,555,127343.4,1,0,1,121789.3,Retain,Churn
0,1,15751185,0,50,2,0,699,158633.61,1,1,0,193785.87,Retain,Churn
0,1,15789582,1,55,0,9,587,0.0,1,1,0,64593.07,Retain,Churn
0,1,15651103,0,69,2,9,762,183744.98,1,1,1,196993.69,Retain,Churn
0,0,15672299,1,44,0,6,510,0.0,2,1,1,175518.31,Retain,Retain
0,1,15772250,1,46,2,9,842,0.0,1,0,0,17268.02,Retain,Churn
0,0,15763922,1,31,0,7,608,79962.92,2,1,0,60901.72,Retain,Retain
0,0,15633870,0,36,0,10,850,0.0,2,1,1,100750.03,Retain,Retain
0,0,15624323,1,36,0,4,642,0.0,2,1,1,195224.91,Retain,Retain
0,1,15688612,1,33,0,7,850,140956.99,1,0,0,3510.18,Retain,Churn
0,1,15694644,0,43,2,6,455,0.0,1,1,1,81250.79,Retain,Churn
1,0,15587174,1,29,0,7,726,0.0,2,1,1,91844.14,Churn,Retain
0,1,15579559,1,30,2,8,544,145241.63,1,1,1,80676.83,Retain,Churn
0,0,15775430,1,31,1,7,651,138008.06,2,1,0,129912.74,Retain,Retain
0,0,15623695,0,31,0,4,814,0.0,2,1,1,142029.17,Retain,Retain
0,0,15760849,1,39,0,2,537,0.0,2,1,1,137651.6,Retain,Retain
0,0,15813095,1,37,0,2,553,0.0,2,1,0,33877.29,Retain,Retain
0,0,15705281,1,38,2,9,800,0.0,1,1,0,78744.39,Retain,Retain
0,0,15812594,1,34,0,7,791,0.0,2,1,0,96734.46,Retain,Retain
0,0,15626322,0,29,2,9,699,127570.93,2,1,0,164756.81,Retain,Retain
0,0,15723105,0,28,0,6,756,0.0,1,1,1,164394.65,Retain,Retain
1,1,15588449,0,27,2,5,591,107812.67,1,0,1,162501.83,Churn,Churn
0,0,15794849,1,22,1,7,850,91560.58,2,0,0,10541.38,Retain,Retain
0,0,15620000,1,34,1,6,760,121303.77,2,1,1,59325.21,Retain,Retain
0,1,15799720,1,43,2,8,569,161546.68,2,0,1,178187.28,Retain,Churn
0,1,15711287,0,35,2,5,661,128415.45,1,1,0,142626.49,Retain,Churn
1,1,15613102,0,31,0,2,670,57530.06,1,1,1,181893.31,Churn,Churn
0,0,15621440,1,38,0,1,694,0.0,2,0,1,156858.2,Retain,Retain
0,0,15677146,0,28,0,4,728,142243.54,2,1,0,33074.51,Retain,Retain
1,1,15801169,0,39,1,9,764,138341.51,1,1,0,50072.94,Churn,Churn
0,0,15722425,1,32,0,9,639,0.0,2,1,0,111340.36,Retain,Retain
1,0,15682421,0,30,0,2,683,0.0,2,0,1,100496.84,Churn,Retain
0,1,15691910,1,30,2,4,663,0.0,3,1,0,101371.05,Retain,Churn
0,1,15721779,1,41,2,5,826,146466.46,2,0,0,180934.67,Retain,Churn
0,0,15579548,1,36,2,5,735,0.0,2,1,0,105152.17,Retain,Retain
0,1,15681075,0,58,0,1,682,0.0,1,1,1,706.5,Retain,Churn
0,0,15607884,0,39,0,8,663,0.0,2,1,1,101168.9,Retain,Retain
0,1,15767757,0,29,2,9,562,120307.58,1,1,1,6795.61,Retain,Churn
0,0,15791550,1,27,0,4,696,87637.26,2,0,0,196111.35,Retain,Retain
0,1,15658589,1,38,2,2,850,94652.04,1,1,1,171960.76,Retain,Churn
0,1,15670822,0,22,0,7,719,114415.84,1,1,1,177497.4,Retain,Churn
0,0,15629744,0,71,0,8,804,0.0,2,0,1,147995.96,Retain,Retain
0,1,15660768,1,40,0,1,604,84315.02,1,0,0,36209.1,Retain,Churn
0,0,15726310,0,27,2,3,782,0.0,2,1,0,143614.01,Retain,Retain
0,1,15641298,1,42,1,9,512,93955.83,2,1,0,14828.54,Retain,Churn
0,1,15625675,1,36,0,1,569,67087.69,1,1,0,154775.7,Retain,Churn
1,1,15713354,0,22,1,6,597,101528.61,1,1,0,70529.0,Churn,Churn
0,1,15633866,1,30,1,1,753,110824.52,1,1,1,57896.27,Retain,Churn
0,0,15704231,0,33,0,8,430,0.0,1,1,1,69759.91,Retain,Retain
0,1,15735400,1,28,0,8,756,179960.2,1,1,0,89938.08,Retain,Churn
0,1,15632826,1,38,0,3,493,134006.77,1,1,0,89578.32,Retain,Churn
0,0,15751022,0,37,1,10,777,121532.17,2,1,1,73464.88,Retain,Retain
0,0,15664737,0,38,2,7,779,0.0,2,1,1,138542.87,Retain,Retain
0,0,15681126,0,38,2,2,702,0.0,1,1,1,161888.63,Retain,Retain
0,0,15738954,1,35,0,7,551,129717.3,2,0,0,86937.2,Retain,Retain
0,0,15662263,1,22,1,4,749,94762.16,2,1,1,42241.54,Retain,Retain
1,1,15621611,1,55,1,5,742,155196.17,1,0,1,121207.66,Churn,Churn
0,1,15783752,1,29,1,4,752,129514.99,1,1,1,102930.46,Retain,Churn
1,1,15709474,0,57,1,3,740,113386.36,2,1,1,65121.63,Churn,Churn
1,0,15701280,1,24,0,3,576,0.0,1,0,1,78498.04,Churn,Retain
0,1,15671104,1,43,2,3,637,172196.23,1,1,1,104769.96,Retain,Churn
0,1,15796434,1,28,0,5,724,97612.12,1,1,1,96498.14,Retain,Churn
0,0,15781505,1,20,0,4,685,104719.94,2,1,0,38691.34,Retain,Retain
0,0,15625819,0,38,0,7,625,0.0,1,1,0,164804.02,Retain,Retain
1,1,15753174,1,37,1,9,571,139592.98,3,1,0,104152.65,Churn,Churn
0,0,15654067,0,29,2,4,584,0.0,2,1,0,88866.92,Retain,Retain
0,1,15724719,0,22,0,7,550,139096.85,1,1,0,129890.94,Retain,Churn
0,1,15624695,0,72,2,7,662,140301.72,1,0,1,179258.67,Retain,Churn
0,1,15718216,1,43,2,3,803,0.0,1,1,0,72051.44,Retain,Churn
0,0,15586300,1,66,0,7,615,0.0,2,1,1,74580.8,Retain,Retain
0,1,15783349,1,39,2,1,481,111233.09,1,1,1,123995.15,Retain,Churn
0,0,15725767,1,23,0,3,701,0.0,2,1,0,38960.59,Retain,Retain
0,1,15791925,1,29,0,10,751,147737.63,1,0,1,94951.27,Retain,Churn
0,0,15793585,1,35,0,8,675,0.0,2,1,1,56642.97,Retain,Retain
0,0,15576641,1,40,1,5,733,125725.02,2,1,1,50783.1,Retain,Retain
1,1,15749519,1,38,0,6,822,128289.7,3,1,0,9149.96,Churn,Churn
1,1,15684960,0,46,0,5,559,0.0,1,1,0,21006.1,Churn,Churn
1,1,15591286,0,49,1,4,731,88826.07,1,1,1,33759.41,Churn,Churn
1,1,15668323,0,41,0,1,678,143443.61,1,1,0,196622.28,Churn,Churn
1,1,15608528,0,68,0,9,645,0.0,4,1,1,176353.87,Churn,Churn
0,0,15645184,1,29,0,2,701,0.0,2,1,0,176943.59,Retain,Retain
0,1,15702566,1,26,2,8,554,149134.46,1,1,1,177966.24,Retain,Churn
0,1,15660840,1,30,0,3,723,124119.54,1,1,0,162198.32,Retain,Churn
0,1,15750811,1,44,1,3,766,116822.7,1,0,0,197643.24,Retain,Churn
0,1,15733842,0,24,0,1,597,103219.47,1,1,0,60420.07,Retain,Churn
0,0,15581526,1,41,0,1,574,0.0,2,0,0,70550.0,Retain,Retain
1,1,15662751,0,40,1,0,655,81954.6,1,1,1,198798.44,Churn,Churn
1,1,15684319,0,37,1,10,780,95196.26,1,1,0,126310.39,Churn,Churn
0,0,15702190,1,43,2,5,672,0.0,2,1,1,64515.5,Retain,Retain
0,0,15588517,1,38,0,7,717,0.0,2,1,1,158580.05,Retain,Retain
0,0,15801863,0,32,0,2,521,136555.01,2,1,1,129353.21,Retain,Retain
0,1,15584271,1,59,0,5,633,0.0,1,1,1,137273.97,Retain,Churn
0,1,15700366,1,39,0,3,669,119452.03,1,1,1,171575.54,Retain,Churn
1,1,15804038,1,44,0,9,740,0.0,1,0,1,96528.0,Churn,Churn
0,0,15720820,0,24,1,9,462,69881.09,2,0,1,64421.02,Retain,Retain
0,0,15743759,1,39,0,5,619,0.0,2,1,1,158444.61,Retain,Retain
0,0,15749947,0,44,0,7,665,0.0,2,1,1,66548.58,Retain,Retain
0,0,15670496,0,27,2,9,655,0.0,2,0,0,108008.05,Retain,Retain
0,1,15746664,1,20,2,8,463,204223.03,1,1,0,128268.39,Retain,Churn
1,1,15745533,0,63,0,1,799,110314.21,2,1,0,37464.0,Churn,Churn
1,1,15761497,0,48,2,1,713,163760.82,1,0,0,157381.14,Churn,Churn
0,1,15628600,0,31,1,1,807,141069.18,3,1,1,194257.11,Retain,Churn
0,1,15627002,1,38,0,1,728,115934.74,1,1,1,139059.05,Retain,Churn
0,1,15614635,1,52,0,2,582,151457.88,1,0,1,40893.61,Retain,Churn
0,0,15731281,0,35,1,3,704,154206.07,2,1,1,40261.49,Retain,Retain
0,1,15814022,0,26,0,9,714,89928.99,1,1,0,46203.31,Retain,Churn
0,1,15659194,1,30,0,8,628,89182.09,1,1,1,13126.9,Retain,Churn
0,0,15745030,1,41,1,1,809,79706.25,2,1,0,165675.01,Retain,Retain
1,1,15691817,0,44,2,5,547,0.0,3,0,0,5459.07,Churn,Churn
0,0,15707488,0,27,0,5,560,0.0,2,1,0,131919.48,Retain,Retain
0,1,15784700,1,31,0,7,811,117799.28,1,1,1,182372.35,Retain,Churn
0,0,15710397,1,26,0,4,584,0.0,2,1,0,147600.54,Retain,Retain
0,0,15687648,1,28,0,1,691,0.0,2,0,0,92865.41,Retain,Retain
1,1,15732281,1,34,1,6,680,146422.22,1,1,0,67142.97,Churn,Churn
0,0,15607230,1,33,1,9,588,150186.22,2,1,1,65611.01,Retain,Retain
1,1,15567630,1,40,1,6,721,100275.88,1,1,0,138564.48,Churn,Churn
1,1,15587507,1,47,0,6,850,0.0,1,1,0,187391.02,Churn,Churn
0,1,15733904,1,32,0,9,529,147493.89,1,1,0,33656.35,Retain,Churn
0,0,15709511,1,43,0,8,622,0.0,2,1,0,100618.17,Retain,Retain
0,0,15579616,0,42,0,8,683,0.0,2,0,1,198134.9,Retain,Retain
0,0,15694852,1,29,0,4,575,121823.4,2,1,1,50368.87,Retain,Retain
0,0,15589924,0,40,2,1,577,0.0,2,1,1,108787.0,Retain,Retain
1,1,15799300,1,31,1,0,510,113688.63,1,1,0,33099.41,Churn,Churn
0,1,15731330,0,40,2,7,652,100471.34,1,1,1,124550.88,Retain,Churn
1,1,15694129,0,28,1,3,569,100032.52,1,1,0,5159.21,Churn,Churn
0,0,15620372,1,31,2,3,687,0.0,2,0,0,48228.1,Retain,Retain
0,1,15744622,1,32,0,8,822,116358.0,1,1,0,108798.36,Retain,Churn
0,1,15799815,0,23,1,4,656,163549.63,1,0,1,21085.12,Retain,Churn
0,1,15759250,1,51,1,3,745,99183.9,1,1,1,28922.25,Retain,Churn
1,1,15732643,0,53,2,1,386,131955.07,1,1,1,62514.65,Churn,Churn
0,1,15690540,0,41,2,1,684,134177.06,1,0,0,177506.66,Retain,Churn
0,0,15803078,0,38,2,1,635,0.0,2,1,0,90605.05,Retain,Retain
0,0,15652180,1,30,0,2,582,0.0,2,1,1,132029.95,Retain,Retain
0,0,15741195,1,19,2,5,613,0.0,1,1,1,176903.35,Retain,Retain
1,1,15743490,0,56,1,9,795,94348.94,1,1,0,29239.29,Churn,Churn
0,1,15575510,0,32,0,2,659,155584.21,1,0,1,153662.88,Retain,Churn
0,0,15732610,0,28,0,6,745,0.0,2,1,0,154389.18,Retain,Retain
0,0,15602909,0,41,2,10,604,0.0,2,1,1,166224.39,Retain,Retain
0,1,15734058,1,32,1,9,509,170661.47,1,1,1,21646.2,Retain,Churn
0,1,15801788,0,29,1,6,706,185544.36,1,1,0,171037.63,Retain,Churn
1,1,15702462,0,44,2,6,619,52831.13,1,1,1,112649.22,Churn,Churn
1,1,15683416,1,51,1,8,572,97750.07,3,1,1,193014.26,Churn,Churn
0,0,15794187,1,36,0,6,695,114007.5,2,1,0,118120.88,Retain,Retain
0,1,15792989,0,71,0,1,543,104308.77,1,1,1,25650.04,Retain,Churn
0,0,15613734,0,33,0,6,640,84719.13,2,1,1,113048.79,Retain,Retain
0,0,15606177,1,39,0,2,672,0.0,2,1,0,87372.49,Retain,Retain
0,1,15636700,1,39,0,9,701,140236.98,1,0,1,146651.99,Retain,Churn
0,0,15645766,1,25,2,9,634,0.0,2,1,1,8227.91,Retain,Retain
0,1,15671345,0,42,2,6,531,75302.85,2,0,0,57034.35,Retain,Churn
0,0,15652469,1,27,0,1,699,0.0,2,1,0,93003.21,Retain,Retain
1,1,15749638,0,51,0,9,605,104760.82,1,1,1,165574.54,Churn,Churn
1,1,15728706,0,49,0,7,534,0.0,1,1,0,13566.48,Churn,Churn
0,1,15735439,0,31,2,1,449,113693.0,1,0,0,82796.29,Retain,Churn
0,1,15778696,0,36,2,5,684,174180.39,1,1,0,119830.08,Retain,Churn
1,1,15624744,1,42,1,9,622,115766.26,1,0,0,72155.85,Churn,Churn
0,0,15584338,0,40,0,0,714,0.0,2,1,0,62762.12,Retain,Retain
0,0,15726178,0,48,2,8,712,0.0,2,1,0,183235.33,Retain,Retain
0,1,15794939,0,72,0,5,783,121215.9,2,1,1,105206.48,Retain,Churn
1,1,15788068,1,45,1,10,743,144677.19,3,1,0,22512.44,Churn,Churn
0,1,15572956,1,36,0,5,683,115350.63,1,1,1,122305.91,Retain,Churn
0,1,15780386,1,40,2,5,654,105683.63,1,1,0,173617.09,Retain,Churn
0,1,15791114,1,37,0,1,700,135179.49,1,1,0,160670.37,Retain,Churn
0,1,15708046,1,31,2,0,744,117551.23,1,1,0,158958.9,Retain,Churn
0,1,15719779,1,25,1,1,645,157404.02,2,1,0,93073.04,Retain,Churn
0,1,15591550,1,36,2,3,525,77910.23,1,1,0,67238.01,Retain,Churn
0,1,15639368,1,25,0,0,732,110942.9,1,0,0,172576.56,Retain,Churn
0,0,15699830,0,40,0,7,721,0.0,2,1,1,122580.48,Retain,Retain
0,1,15569264,1,32,0,5,622,179305.09,1,1,1,149043.78,Retain,Churn
0,0,15595158,1,31,1,5,654,150593.59,2,1,1,105218.45,Retain,Retain
1,1,15599126,0,43,0,0,529,123815.86,1,1,1,78463.99,Churn,Churn
1,0,15650575,0,59,2,6,720,0.0,2,1,1,160849.43,Churn,Retain
0,0,15641490,0,25,1,8,850,69385.17,2,1,0,87834.24,Retain,Retain
0,1,15680234,1,27,1,2,667,138032.15,1,1,0,166317.71,Retain,Churn
0,0,15592230,1,41,0,3,620,0.0,2,1,1,137309.06,Retain,Retain
0,0,15626212,1,29,0,9,616,0.0,1,1,1,166984.44,Retain,Retain
1,1,15700627,0,46,1,2,637,143500.82,1,1,0,166996.46,Churn,Churn
0,1,15782641,0,29,2,3,710,119670.18,1,1,0,188022.44,Retain,Churn
0,1,15784445,1,33,2,1,717,99106.73,1,0,0,194467.23,Retain,Churn
0,0,15813681,1,24,1,2,786,120135.55,2,1,1,125449.47,Retain,Retain
0,0,15596649,0,39,0,8,651,0.0,1,1,0,137452.57,Retain,Retain
1,1,15700460,0,55,0,4,530,120905.03,1,0,1,123475.88,Churn,Churn
1,1,15724076,0,57,2,5,815,0.0,3,0,0,38941.44,Churn,Churn
1,1,15784000,0,34,1,9,715,102277.52,1,0,0,177852.57,Churn,Churn
